序號,統計區,統計期,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計,總計
9,宜蘭縣,2017年,"22,784.08","11,868.48","10,268.6",114.6,60.0,-,142.4,-,30.0,300.0,-,-,"11,858.48","11,678.5",179.98,10.0,-,10.0,"9,593.6",675.0,"1,555.0","8,038.6",-,-,-,60.0,"22,784.08","1,246.2",30.0,"1,212.0",3.0,-,-,1.2,-,-,-,-,30.0,30.0,-,-,-,-,"1,200.0",12.0,-,"1,200.0",-,-,-,-,"1,246.2","16,779.27","7,359.14","8,756.08",290.28,80.0,-,139.0,-,30.0,124.77,-,-,"7,359.14","6,690.35",668.79,-,-,-,-,"8,061.82",694.26,"1,621.67","6,440.15",-,-,-,80.0,"16,779.27"
10,桃園市,2017年,"232,763.62","137,146.92","69,812.0","3,077.7","13,491.0",-,120.0,"3,016.0",300.0,300.0,"5,300.0",200.0,"126,196.92","124,867.44","1,329.48","10,920.0",30.0,"10,950.0","67,105.0","2,707.0","5,840.0","61,265.0","1,145.8","11,813.2",532.0,-,"232,763.62","6,227.6","5,504.0",325.0,57.0,181.6,-,-,60.0,-,-,100.0,"3,602.0","3,082.0",520.0,"1,902.0",-,"1,902.0",300.0,25.0,300.0,-,45.6,106.0,30.0,-,"6,227.6","163,841.14","73,593.2","68,471.69","3,014.4","12,060.55",-,123.75,"2,933.0",142.0,300.0,"3,002.56",200.0,"67,350.9","66,322.69","1,028.21","6,222.0",18.0,2.3,"6,242.3","64,848.68","3,623.01","5,480.0","59,368.68","1,530.53","8,788.76","1,741.25",-,"163,841.14"
11,新竹縣,2017年,"39,220.5","12,399.6","12,775.0","1,761.3","8,034.6",60.0,-,"2,020.0",120.0,"1,700.0",350.0,-,"11,717.6","11,486.8",230.8,504.0,178.0,682.0,"9,160.0","3,615.0","2,200.0","6,960.0","1,108.4","6,605.8",288.0,32.4,"39,220.5","6,021.2","5,814.4",202.0,3.6,1.2,-,-,-,-,-,-,"5,604.4","5,568.0",36.4,210.0,-,210.0,200.0,2.0,-,200.0,1.2,-,-,-,"6,021.2","37,313.85","13,614.57","11,075.02","1,498.9","6,685.37",60.0,-,"1,960.0",120.0,"1,950.0",350.0,-,"12,827.6","12,392.8",434.8,588.0,198.97,-,786.97,"8,626.08","2,448.94","1,660.0","6,966.08",824.03,"5,547.53",279.0,34.8,"37,313.85"
12,苗栗縣,2017年,"37,131.2","10,803.0","8,499.0",266.4,"14,512.8",260.0,-,"1,960.0",30.0,800.0,-,-,"10,409.0","10,295.0",114.0,149.0,245.0,394.0,"5,685.0","2,814.0",-,"5,685.0","7,761.8","5,985.0",706.0,60.0,"37,131.2","2,806.8","2,430.0",29.0,1.8,346.0,-,-,-,-,-,-,"2,430.0","2,430.0",-,-,-,-,-,29.0,-,-,246.0,-,100.0,-,"2,806.8","27,836.29","6,452.33","7,398.11",185.1,"10,591.07",669.68,-,"1,740.0",-,800.0,-,-,"6,303.33","6,199.33",104.0,149.0,-,-,149.0,"5,383.19","2,014.92",-,"5,383.19","5,969.71","4,175.36",386.0,60.0,"27,836.29"
13,彰化縣,2017年,"1,451,255.92","180,571.12","16,834.5",559.5,"4,030.8",-,-,260.0,300.0,"1,244,600.0","4,100.0",-,"180,331.12","170,371.74","9,959.38",-,240.0,240.0,"12,225.0","4,609.5",420.0,"11,805.0",451.2,"3,129.6",90.0,360.0,"1,451,255.92","63,022.47","60,727.47","1,566.5",26.1,152.4,-,-,-,-,300.0,250.0,"60,637.47","58,870.27","1,767.2",-,90.0,90.0,"1,400.0",166.5,-,"1,400.0",1.2,151.2,-,-,"63,022.47","86,681.97","60,718.09","19,630.88",362.14,"4,633.37",-,-,510.0,15.0,112.5,700.0,-,"60,258.09","56,077.28","4,180.81",310.0,150.0,-,460.0,"15,303.88","4,326.99",380.0,"14,923.88",560.37,"3,484.99",78.0,510.0,"86,681.97"
14,南投縣,2017年,"7,430.74","3,115.84","2,537.5",192.6,"1,204.8",-,-,380.0,-,-,-,-,"2,974.84","2,890.5",84.34,-,141.0,141.0,"1,870.0",667.5,-,"1,870.0",718.8,408.0,78.0,-,"7,430.74",122.4,-,-,-,2.4,-,-,120.0,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,-,-,-,122.4,"5,195.35","1,423.89","2,699.45",188.01,654.01,-,-,200.0,30.0,-,-,-,"1,282.89","1,205.55",77.34,-,141.0,-,141.0,"1,859.91",839.53,-,"1,859.91",267.6,348.41,38.0,-,"5,195.35"
15,雲林縣,2017年,"51,412.2","32,094.9","12,981.5",73.8,"4,749.6",-,152.4,"1,360.0",-,-,-,-,"32,094.9","26,698.5","5,396.4",-,-,-,"11,904.0","1,077.5","1,714.0","10,190.0",475.2,"4,206.0",54.0,14.4,"51,412.2","3,162.2",549.0,"2,582.0",12.0,19.2,-,-,-,-,-,-,549.0,189.0,360.0,-,-,-,"2,550.0",32.0,-,"2,550.0",1.2,6.0,12.0,-,"3,162.2","22,208.6","2,087.85","12,765.75",39.6,"7,244.4",-,71.0,-,-,-,-,-,"2,087.85","1,545.05",542.8,-,-,-,-,"11,706.47","1,059.28","1,552.5","10,153.97",228.0,"6,978.0",36.0,2.4,"22,208.6"
16,嘉義縣,2017年,"30,164.8","14,328.0","7,260.0",7.2,"3,189.6",120.0,-,60.0,-,-,"4,900.0",300.0,"14,328.0","13,234.0","1,094.0",-,-,-,"5,226.5","2,033.5","1,821.5","3,405.0",243.6,"2,700.0",246.0,-,"30,164.8","2,908.6","2,604.0",61.0,-,243.6,-,-,-,-,-,-,"2,604.0","2,604.0",-,-,-,-,-,61.0,-,-,15.6,222.0,6.0,-,"2,908.6","14,464.21","3,178.47","8,081.93",16.2,"2,707.61",60.0,-,120.0,-,-,-,300.0,"3,178.47","2,250.0",928.47,-,-,-,-,"5,927.5","2,154.43","2,121.5","3,806.0",192.0,"2,211.61",264.0,40.0,"14,464.21"
17,屏東縣,2017年,"47,383.94","26,875.74","15,134.0",234.0,"4,022.4",230.0,4.8,598.0,135.0,-,150.0,-,"26,474.74","8,566.8","17,907.94",-,401.0,401.0,"12,086.0","3,048.0","1,117.5","10,968.5","1,778.4","2,094.0",-,150.0,"47,383.94","2,831.4",881.0,"1,662.0",60.0,62.4,-,-,166.0,-,-,-,881.0,-,881.0,-,-,-,"1,655.0",7.0,30.0,"1,625.0",14.4,48.0,-,-,"2,831.4","30,599.71","15,061.89","10,464.58",106.2,"2,732.43",100.0,2.4,580.0,100.0,"1,452.22",-,-,"15,019.89","4,302.6","10,717.29",-,42.0,-,42.0,"7,479.7","2,984.87",577.5,"6,902.2","1,171.73","1,464.69",10.0,86.0,"30,599.71"
18,臺東縣,2017年,"7,986.25","2,264.2","3,247.25",14.6,"2,390.2",-,70.0,-,-,-,-,-,"2,264.2","2,211.0",53.2,-,-,-,505.25,"2,742.0",291.5,213.75,"1,794.0",301.0,114.0,181.2,"7,986.25",958.7,-,480.5,3.6,459.6,-,15.0,-,-,-,-,-,-,-,-,-,-,104.5,376.0,4.5,100.0,393.6,-,6.0,60.0,958.7,"7,780.82","2,035.8","3,606.49",5.4,"1,947.03",-,181.1,-,5.0,-,-,-,"2,035.8","1,986.5",49.3,-,-,-,-,968.75,"2,637.74",610.0,358.75,"1,553.6",310.63,81.6,1.2,"7,780.82"
19,花蓮縣,2017年,"14,975.3","5,591.0","7,314.5",-,215.4,-,"1,854.4",-,-,-,-,-,"5,591.0","5,493.0",98.0,-,-,-,"4,011.5","3,303.0",301.5,"3,710.0",129.6,66.0,13.2,6.6,"14,975.3","4,518.9","3,195.0",129.5,-,13.2,-,"1,181.2",-,-,-,-,"3,195.0","3,195.0",-,-,-,-,100.0,29.5,-,100.0,12.0,-,-,1.2,"4,518.9","9,749.17","1,866.94","7,484.1",-,371.13,-,27.0,-,-,-,-,-,"1,866.94","1,321.5",545.44,-,-,-,-,"4,539.26","2,944.84",216.26,"4,323.0",200.21,152.4,12.0,6.52,"9,749.17"
20,澎湖縣,2017年,"1,407.7",-,"1,200.0",-,197.7,-,10.0,-,-,-,-,-,-,-,-,-,-,-,"1,200.0",-,100.0,"1,100.0",99.7,72.0,20.0,6.0,"1,407.7",2.5,-,-,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,-,-,-,2.5,"1,647.03",27.5,"1,380.0",-,179.53,60.0,-,-,-,-,-,-,27.5,27.5,-,-,-,-,-,"1,380.0",-,100.0,"1,280.0",78.2,75.33,20.0,6.0,"1,647.03"
21,金門縣,2017年,"1,354.9",204.0,86.5,-,164.4,-,-,-,-,-,-,900.0,84.0,84.0,-,-,120.0,120.0,86.5,-,1.5,85.0,56.4,96.0,12.0,-,"1,354.9",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,571.1,204.0,249.5,-,117.6,-,-,-,-,-,-,-,84.0,84.0,-,-,120.0,-,120.0,211.5,38.0,1.5,210.0,21.6,84.0,12.0,-,571.1
22,連江縣,2017年,164.1,-,42.0,-,122.1,-,-,-,-,-,-,-,-,-,-,-,-,-,40.0,2.0,30.0,10.0,116.1,6.0,-,-,164.1,48.4,-,10.0,-,38.4,-,-,-,-,-,-,-,-,-,-,-,-,10.0,-,10.0,-,38.4,-,-,-,48.4,95.8,-,38.5,-,57.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,3.5,25.0,10.0,51.3,6.0,-,-,95.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
